"Date","Div","Home","Away","Res","AvgH","AvgD","AvgA","Season"
"2011-01-15","E0","West Ham","Arsenal","A",6.29,3.9,1.56,2010
"2011-01-15","E0","Wigan","Fulham","D",2.55,3.19,2.84,2010
"2011-01-16","E0","Birmingham","Aston Villa","D",2.41,3.2,3.01,2010
"2011-01-16","E0","Liverpool","Everton","D",2.2,3.22,3.43,2010
"2011-01-16","E0","Sunderland","Newcastle","D",2.11,3.25,3.61,2010
"2011-01-16","E0","Tottenham","Man United","D",2.84,3.27,2.49,2010
"2011-01-22","E0","Arsenal","Wigan","H",1.2,6.37,14.19,2010
"2011-01-22","E0","Aston Villa","Man City","H",3.52,3.29,2.1,2010
"2011-01-22","E0","Blackpool","Sunderland","A",2.47,3.28,2.82,2010
"2011-01-22","E0","Everton","West Ham","D",1.49,3.95,7.03,2010
"2011-01-22","E0","Fulham","Stoke","H",2.18,3.19,3.43,2010
"2011-01-22","E0","Man United","Birmingham","H",1.2,6.25,14.19,2010
"2011-01-22","E0","Newcastle","Tottenham","D",3.39,3.34,2.13,2010
"2011-01-22","E0","Wolves","Liverpool","A",3.21,3.22,2.27,2010
"2011-01-23","E0","Blackburn","West Brom","H",2.22,3.27,3.24,2010
"2011-01-24","E0","Bolton","Chelsea","A",5.5,3.66,1.63,2010
"2011-01-25","E0","Blackpool","Man United","A",8.57,4.94,1.35,2010
"2011-01-25","E0","Wigan","Aston Villa","A",3.23,3.26,2.24,2010
"2011-01-26","E0","Liverpool","Fulham","H",1.53,3.88,6.44,2010
"2011-02-01","E0","Arsenal","Everton","H",1.44,4.21,7.56,2010
"2011-02-01","E0","Man United","Aston Villa","H",1.32,5.09,9.34,2010
"2011-02-01","E0","Sunderland","Chelsea","A",5.33,3.6,1.68,2010
"2011-02-01","E0","West Brom","Wigan","D",1.71,3.58,5.13,2010
"2011-02-02","E0","Birmingham","Man City","D",4.37,3.42,1.84,2010
"2011-02-02","E0","Blackburn","Tottenham","A",3.12,3.27,2.29,2010
"2011-02-02","E0","Blackpool","West Ham","A",2.33,3.3,3,2010
"2011-02-02","E0","Bolton","Wolves","H",1.83,3.44,4.4,2010
"2011-02-02","E0","Fulham","Newcastle","H",2.06,3.27,3.68,2010
"2011-02-02","E0","Liverpool","Stoke","H",1.6,3.7,5.87,2010
"2011-02-05","E0","Aston Villa","Fulham","D",1.93,3.38,3.99,2010
"2011-02-05","E0","Everton","Blackpool","H",1.45,4.35,6.97,2010
"2011-02-05","E0","Man City","West Brom","H",1.41,4.38,7.78,2010
"2011-02-05","E0","Newcastle","Arsenal","D",5.21,3.77,1.65,2010
"2011-02-05","E0","Stoke","Sunderland","H",2.08,3.25,3.62,2010
"2011-02-05","E0","Tottenham","Bolton","H",1.57,3.83,6.04,2010
"2011-02-05","E0","Wigan","Blackburn","H",2.49,3.21,2.85,2010
"2011-02-05","E0","Wolves","Man United","H",7.83,4.31,1.42,2010
"2011-02-06","E0","Chelsea","Liverpool","A",1.6,3.87,5.57,2010
"2011-02-06","E0","West Ham","Birmingham","A",2.04,3.32,3.65,2010
"2011-02-12","E0","Arsenal","Wolves","H",1.23,5.83,12.79,2010
"2011-02-12","E0","Birmingham","Stoke","H",2.47,3.18,2.93,2010
"2011-02-12","E0","Blackburn","Newcastle","D",2.11,3.28,3.51,2010
"2011-02-12","E0","Blackpool","Aston Villa","D",3.21,3.42,2.18,2010
"2011-02-12","E0","Liverpool","Wigan","D",1.36,4.56,9.43,2010
"2011-02-12","E0","Man United","Man City","H",1.77,3.57,4.61,2010
"2011-02-12","E0","Sunderland","Tottenham","A",2.71,3.23,2.61,2010
"2011-02-12","E0","West Brom","West Ham","D",1.93,3.52,3.86,2010
"2011-02-13","E0","Bolton","Everton","H",2.69,3.22,2.64,2010
"2011-02-14","E0","Fulham","Chelsea","D",4.89,3.52,1.74,2010
"2011-02-15","E0","Birmingham","Newcastle","A",2.52,3.21,2.87,2010
"2011-02-20","E0","West Brom","Wolves","D",1.86,3.4,4.33,2010
"2011-02-22","E0","Blackpool","Tottenham","H",4.21,3.67,1.84,2010
"2011-02-23","E0","Arsenal","Stoke","H",1.29,5.14,10.75,2010
"2011-02-26","E0","Aston Villa","Blackburn","H",1.75,3.58,4.87,2010
"2011-02-26","E0","Everton","Sunderland","H",1.72,3.55,5.08,2010
"2011-02-26","E0","Newcastle","Bolton","D",2.08,3.29,3.61,2010
"2011-02-26","E0","Wigan","Man United","A",6.46,3.85,1.55,2010
"2011-02-26","E0","Wolves","Blackpool","H",1.83,3.58,4.28,2010
"2011-02-27","E0","Man City","Fulham","D",1.5,3.91,7.17,2010
"2011-02-27","E0","West Ham","Liverpool","H",3.44,3.27,2.15,2010
"2011-02-28","E0","Stoke","West Brom","D",1.92,3.39,4.09,2010
"2011-03-01","E0","Chelsea","Man United","H",2.16,3.22,3.56,2010
"2011-03-05","E0","Arsenal","Sunderland","D",1.46,4.14,7.52,2010
"2011-03-05","E0","Birmingham","West Brom","A",2.33,3.18,3.17,2010
"2011-03-05","E0","Bolton","Aston Villa","H",2.26,3.28,3.2,2010
"2011-03-05","E0","Fulham","Blackburn","H",1.71,3.57,5.15,2010
"2011-03-05","E0","Man City","Wigan","H",1.37,4.51,9.32,2010
"2011-03-05","E0","Newcastle","Everton","A",2.58,3.23,2.75,2010
"2011-03-05","E0","West Ham","Stoke","H",2.21,3.27,3.3,2010
"2011-03-06","E0","Liverpool","Man United","H",2.81,3.22,2.55,2010
"2011-03-06","E0","Wolves","Tottenham","D",2.94,3.25,2.42,2010
"2011-03-07","E0","Blackpool","Chelsea","A",9.77,5.31,1.3,2010
"2011-03-09","E0","Everton","Birmingham","D",1.54,3.82,6.66,2010
"2011-03-19","E0","Aston Villa","Wolves","A",1.88,3.45,4.22,2010
"2011-03-19","E0","Blackburn","Blackpool","D",1.82,3.6,4.33,2010
"2011-03-19","E0","Everton","Fulham","H",2.01,3.27,3.91,2010
"2011-03-19","E0","Man United","Bolton","H",1.4,4.41,8.54,2010
"2011-03-19","E0","Stoke","Newcastle","H",2.2,3.25,3.39,2010
"2011-03-19","E0","Tottenham","West Ham","D",1.57,3.91,6,2010
"2011-03-19","E0","West Brom","Arsenal","D",4.67,3.59,1.76,2010
"2011-03-19","E0","Wigan","Birmingham","H",2.16,3.25,3.47,2010
"2011-03-20","E0","Chelsea","Man City","H",1.65,3.67,5.64,2010
"2011-03-20","E0","Sunderland","Liverpool","A",2.65,3.19,2.72,2010
"2011-04-02","E0","Arsenal","Blackburn","D",1.25,5.8,12.02,2010
"2011-04-02","E0","Birmingham","Bolton","H",2.5,3.25,2.86,2010
"2011-04-02","E0","Everton","Aston Villa","D",1.85,3.49,4.35,2010
"2011-04-02","E0","Newcastle","Wolves","H",1.99,3.39,3.86,2010
"2011-04-02","E0","Stoke","Chelsea","D",5.42,3.61,1.68,2010
"2011-04-02","E0","West Brom","Liverpool","H",3.04,3.26,2.37,2010
"2011-04-02","E0","West Ham","Man United","A",4.52,3.56,1.8,2010
"2011-04-02","E0","Wigan","Tottenham","D",3.08,3.27,2.35,2010
"2011-04-03","E0","Fulham","Blackpool","H",1.55,4.09,5.98,2010
"2011-04-03","E0","Man City","Sunderland","H",1.52,3.96,6.9,2010
"2011-04-09","E0","Blackburn","Birmingham","D",2.01,3.3,3.91,2010
"2011-04-09","E0","Bolton","West Ham","H",2.15,3.29,3.49,2010
"2011-04-09","E0","Chelsea","Wigan","H",1.21,6.14,14.89,2010
"2011-04-09","E0","Man United","Fulham","H",1.45,4.22,7.58,2010
"2011-04-09","E0","Sunderland","West Brom","A",2.2,3.25,3.39,2010
"2011-04-09","E0","Tottenham","Stoke","H",1.74,3.55,4.95,2010
"2011-04-09","E0","Wolves","Everton","A",2.55,3.25,2.8,2010
"2011-04-10","E0","Aston Villa","Newcastle","H",1.84,3.54,4.31,2010
"2011-04-10","E0","Blackpool","Arsenal","A",7.92,4.79,1.39,2010
"2011-04-11","E0","Liverpool","Man City","H",2.59,3.21,2.76,2010
"2011-04-16","E0","Birmingham","Sunderland","H",2.15,3.29,3.46,2010
"2011-04-16","E0","Blackpool","Wigan","A",2.34,3.37,2.98,2010
"2011-04-16","E0","Everton","Blackburn","H",1.68,3.65,5.32,2010
"2011-04-16","E0","West Brom","Chelsea","A",5.2,3.62,1.7,2010
"2011-04-16","E0","West Ham","Aston Villa","A",2.27,3.33,3.15,2010
"2011-04-17","E0","Arsenal","Liverpool","D",1.72,3.63,4.99,2010
"2011-04-19","E0","Newcastle","Man United","D",5.49,3.74,1.66,2010
"2011-04-20","E0","Chelsea","Birmingham","H",1.21,6.1,14.72,2010
"2011-04-20","E0","Tottenham","Arsenal","D",2.82,3.35,2.48,2010
"2011-04-23","E0","Aston Villa","Stoke","D",1.82,3.49,4.5,2010
"2011-04-23","E0","Blackpool","Newcastle","D",2.86,3.39,2.41,2010
"2011-04-23","E0","Chelsea","West Ham","H",1.22,6.06,13.52,2010
"2011-04-23","E0","Liverpool","Birmingham","H",1.46,4.18,7.62,2010
"2011-04-23","E0","Man United","Everton","H",1.45,4.21,7.72,2010
"2011-04-23","E0","Sunderland","Wigan","H",2.09,3.27,3.66,2010
"2011-04-23","E0","Tottenham","West Brom","D",1.56,3.98,6.01,2010
"2011-04-23","E0","Wolves","Fulham","D",2.5,3.24,2.86,2010
"2011-04-24","E0","Bolton","Arsenal","H",4.74,3.7,1.74,2010
"2011-04-25","E0","Blackburn","Man City","A",3.59,3.31,2.1,2010
"2011-04-26","E0","Stoke","Wolves","H",1.82,3.46,4.59,2010
"2011-04-27","E0","Fulham","Bolton","H",1.82,3.47,4.51,2010
"2011-04-30","E0","Blackburn","Bolton","H",1.99,3.41,3.81,2010
"2011-04-30","E0","Blackpool","Stoke","D",2.66,3.38,2.57,2010
"2011-04-30","E0","Chelsea","Tottenham","H",1.48,4.18,6.95,2010
"2011-04-30","E0","Sunderland","Fulham","A",2.55,3.18,2.84,2010
"2011-04-30","E0","West Brom","Aston Villa","H",2.31,3.29,3.09,2010
"2011-04-30","E0","Wigan","Everton","D",2.8,3.26,2.53,2010
"2011-05-01","E0","Arsenal","Man United","H",2.52,3.28,2.8,2010
"2011-05-01","E0","Birmingham","Wolves","D",2.09,3.29,3.6,2010
"2011-05-01","E0","Liverpool","Newcastle","H",1.47,4.11,7.26,2010
"2011-05-01","E0","Man City","West Ham","H",1.4,4.45,8.47,2010
"2011-05-07","E0","Aston Villa","Wigan","D",1.8,3.55,4.52,2010
"2011-05-07","E0","Bolton","Sunderland","A",1.79,3.52,4.67,2010
"2011-05-07","E0","Everton","Man City","H",2.72,3.24,2.62,2010
"2011-05-07","E0","Newcastle","Birmingham","H",1.92,3.39,4.1,2010
"2011-05-07","E0","Tottenham","Blackpool","D",1.3,5.46,9.6,2010
"2011-05-07","E0","West Ham","Blackburn","D",1.98,3.44,3.79,2010
"2011-05-08","E0","Man United","Chelsea","H",2.34,3.27,3.08,2010
"2011-05-08","E0","Stoke","Arsenal","H",5.02,3.67,1.71,2010
"2011-05-08","E0","Wolves","West Brom","H",2.19,3.32,3.33,2010
"2011-05-09","E0","Fulham","Liverpool","A",2.91,3.25,2.45,2010
"2011-05-10","E0","Man City","Tottenham","H",1.93,3.38,4.09,2010
"2011-05-14","E0","Blackburn","Man United","D",5.39,3.46,1.72,2010
"2011-05-14","E0","Blackpool","Bolton","H",2.15,3.47,3.3,2010
"2011-05-14","E0","Sunderland","Wolves","A",2.59,3.3,2.72,2010
"2011-05-14","E0","West Brom","Everton","H",2.63,3.28,2.69,2010
"2011-05-15","E0","Arsenal","Aston Villa","A",1.36,4.86,8.69,2010
"2011-05-15","E0","Birmingham","Fulham","A",2.19,3.26,3.4,2010
"2011-05-15","E0","Chelsea","Newcastle","D",1.23,6.12,13.07,2010
"2011-05-15","E0","Liverpool","Tottenham","A",1.74,3.7,4.67,2010
"2011-05-15","E0","Wigan","West Ham","H",2.15,3.39,3.38,2010
"2011-05-17","E0","Man City","Stoke","H",1.42,4.34,8.23,2010
"2011-05-22","E0","Aston Villa","Liverpool","H",3.11,3.3,2.28,2010
"2011-05-22","E0","Bolton","Man City","A",4.92,3.72,1.69,2010
"2011-05-22","E0","Everton","Chelsea","H",3.04,3.32,2.31,2010
"2011-05-22","E0","Fulham","Arsenal","D",3.63,3.46,2.01,2010
"2011-05-22","E0","Man United","Blackpool","H",1.56,4.13,5.57,2010
"2011-05-22","E0","Newcastle","West Brom","D",2.03,3.38,3.63,2010
"2011-05-22","E0","Stoke","Wigan","A",2.76,3.42,2.45,2010
"2011-05-22","E0","Tottenham","Birmingham","H",1.53,4.07,6.13,2010
"2011-05-22","E0","West Ham","Sunderland","A",1.97,3.44,3.74,2010
"2011-05-22","E0","Wolves","Blackburn","A",2.13,3.11,3.68,2010
"2011-08-13","E0","Blackburn","Wolves","A",2.13,3.29,3.52,2011
"2011-08-13","E0","Fulham","Aston Villa","D",2.12,3.28,3.53,2011
"2011-08-13","E0","Liverpool","Sunderland","D",1.5,3.92,7.3,2011
"2011-08-13","E0","Newcastle","Arsenal","D",3.68,3.35,2.05,2011
"2011-08-13","E0","QPR","Bolton","A",2.3,3.26,3.14,2011
"2011-08-13","E0","Wigan","Norwich","D",2.1,3.31,3.55,2011
"2011-08-14","E0","Stoke","Chelsea","D",5.54,3.61,1.66,2011
"2011-08-14","E0","West Brom","Man United","A",6.66,4.02,1.51,2011
"2011-08-15","E0","Man City","Swansea","H",1.26,5.47,12.43,2011
"2011-08-20","E0","Arsenal","Liverpool","A",2.53,3.2,2.86,2011
"2011-08-20","E0","Aston Villa","Blackburn","H",1.72,3.49,5.2,2011
"2011-08-20","E0","Chelsea","West Brom","H",1.29,5.28,10.68,2011
"2011-08-20","E0","Everton","QPR","A",1.53,3.83,6.89,2011
"2011-08-20","E0","Sunderland","Newcastle","A",2.13,3.27,3.53,2011
"2011-08-20","E0","Swansea","Wigan","D",2.14,3.27,3.51,2011
"2011-08-21","E0","Bolton","Man City","A",4.69,3.46,1.8,2011
"2011-08-21","E0","Norwich","Stoke","D",2.52,3.24,2.82,2011
"2011-08-21","E0","Wolves","Fulham","H",2.33,3.25,3.11,2011
"2011-08-22","E0","Man United","Tottenham","H",1.63,3.72,5.59,2011
"2011-08-27","E0","Aston Villa","Wolves","D",2.02,3.3,3.81,2011
"2011-08-27","E0","Blackburn","Everton","A",3.14,3.26,2.3,2011
"2011-08-27","E0","Chelsea","Norwich","H",1.2,6.18,14.66,2011
"2011-08-27","E0","Liverpool","Bolton","H",1.41,4.35,8.11,2011
"2011-08-27","E0","Swansea","Sunderland","D",2.41,3.24,2.96,2011
"2011-08-27","E0","Wigan","QPR","H",2.28,3.25,3.15,2011
"2011-08-28","E0","Man United","Arsenal","H",1.48,4.16,6.95,2011
"2011-08-28","E0","Newcastle","Fulham","H",2.11,3.26,3.55,2011
"2011-08-28","E0","Tottenham","Man City","A",2.85,3.28,2.47,2011
"2011-08-28","E0","West Brom","Stoke","A",2.06,3.27,3.68,2011
"2011-09-10","E0","Arsenal","Swansea","H",1.35,4.66,9.19,2011
"2011-09-10","E0","Bolton","Man United","A",7.91,4.41,1.42,2011
"2011-09-10","E0","Everton","Aston Villa","D",2.04,3.27,3.76,2011
"2011-09-10","E0","Man City","Wigan","H",1.17,6.88,16.27,2011
"2011-09-10","E0","Stoke","Liverpool","H",3.33,3.25,2.21,2011
"2011-09-10","E0","Sunderland","Chelsea","A",5.19,3.6,1.69,2011
"2011-09-10","E0","Wolves","Tottenham","A",2.91,3.29,2.42,2011
"2011-09-11","E0","Fulham","Blackburn","D",1.67,3.56,5.44,2011
"2011-09-11","E0","Norwich","West Brom","A",2.49,3.27,2.82,2011
"2011-09-12","E0","QPR","Newcastle","D",2.43,3.23,2.94,2011
"2011-09-17","E0","Aston Villa","Newcastle","D",1.93,3.36,4.09,2011
"2011-09-17","E0","Blackburn","Arsenal","H",4.27,3.42,1.87,2011
"2011-09-17","E0","Bolton","Norwich","A",1.76,3.52,4.77,2011
"2011-09-17","E0","Everton","Wigan","H",1.52,3.84,6.94,2011
"2011-09-17","E0","Swansea","West Brom","H",2.64,3.2,2.71,2011
"2011-09-17","E0","Wolves","QPR","A",1.94,3.38,4.02,2011
"2011-09-18","E0","Fulham","Man City","D",6.28,3.8,1.57,2011
"2011-09-18","E0","Man United","Chelsea","H",1.82,3.44,4.36,2011
"2011-09-18","E0","Sunderland","Stoke","H",2.38,3.2,3.05,2011
"2011-09-18","E0","Tottenham","Liverpool","H",2.62,3.26,2.68,2011
"2011-09-24","E0","Arsenal","Bolton","H",1.44,4.27,7.55,2011
"2011-09-24","E0","Chelsea","Swansea","H",1.2,6.51,13.75,2011
"2011-09-24","E0","Liverpool","Wolves","H",1.38,4.59,8.62,2011
"2011-09-24","E0","Man City","Everton","H",1.43,4.32,7.8,2011
"2011-09-24","E0","Newcastle","Blackburn","H",1.85,3.41,4.39,2011
"2011-09-24","E0","Stoke","Man United","D",6.53,3.94,1.53,2011
"2011-09-24","E0","West Brom","Fulham","D",2.3,3.25,3.13,2011
"2011-09-24","E0","Wigan","Tottenham","A",3.97,3.43,1.93,2011
"2011-09-25","E0","QPR","Aston Villa","D",2.31,3.23,3.14,2011
"2011-09-26","E0","Norwich","Sunderland","H",2.46,3.26,2.87,2011
"2011-10-01","E0","Aston Villa","Wigan","H",1.62,3.71,5.79,2011
"2011-10-01","E0","Blackburn","Man City","A",5.99,3.9,1.57,2011
"2011-10-01","E0","Everton","Liverpool","A",2.94,3.22,2.44,2011
"2011-10-01","E0","Man United","Norwich","H",1.16,7.16,17.04,2011
"2011-10-01","E0","Sunderland","West Brom","D",2.23,3.31,3.24,2011
"2011-10-01","E0","Wolves","Newcastle","A",2.43,3.26,2.92,2011
"2011-10-02","E0","Bolton","Chelsea","A",6.52,4,1.52,2011
"2011-10-02","E0","Fulham","QPR","H",1.97,3.33,3.94,2011
"2011-10-02","E0","Swansea","Stoke","H",2.59,3.21,2.76,2011
"2011-10-02","E0","Tottenham","Arsenal","H",2.12,3.4,3.39,2011
"2011-10-15","E0","Chelsea","Everton","H",1.35,4.66,9.43,2011
"2011-10-15","E0","Liverpool","Man United","D",2.95,3.25,2.43,2011
"2011-10-15","E0","Man City","Aston Villa","H",1.34,4.83,9.5,2011
"2011-10-15","E0","Norwich","Swansea","H",2.19,3.28,3.33,2011
"2011-10-15","E0","QPR","Blackburn","D",1.85,3.42,4.37,2011
"2011-10-15","E0","Stoke","Fulham","H",2.14,3.21,3.53,2011
"2011-10-15","E0","Wigan","Bolton","A",2.29,3.28,3.12,2011
"2011-10-16","E0","Arsenal","Sunderland","H",1.44,4.28,7.63,2011
"2011-10-16","E0","Newcastle","Tottenham","D",2.9,3.29,2.42,2011
"2011-10-16","E0","West Brom","Wolves","H",2.01,3.32,3.83,2011
"2011-10-22","E0","Aston Villa","West Brom","A",2,3.29,3.86,2011
"2011-10-22","E0","Bolton","Sunderland","A",2.21,3.23,3.33,2011
"2011-10-22","E0","Liverpool","Norwich","D",1.29,5.16,10.77,2011
"2011-10-22","E0","Newcastle","Wigan","H",1.58,3.75,6.09,2011
"2011-10-22","E0","Wolves","Swansea","D",1.99,3.35,3.81,2011
"2011-10-23","E0","Arsenal","Stoke","H",1.55,3.88,6.33,2011
"2011-10-23","E0","Blackburn","Tottenham","A",4.02,3.5,1.9,2011
"2011-10-23","E0","Fulham","Everton","A",2.34,3.22,3.09,2011
"2011-10-23","E0","Man United","Man City","A",2.05,3.35,3.63,2011
"2011-10-23","E0","QPR","Chelsea","H",8.84,4.64,1.36,2011
"2011-10-29","E0","Chelsea","Arsenal","A",1.61,3.8,5.61,2011
"2011-10-29","E0","Everton","Man United","A",4.57,3.55,1.78,2011
"2011-10-29","E0","Man City","Wolves","H",1.16,7.02,18.49,2011
"2011-10-29","E0","Norwich","Blackburn","D",1.96,3.42,3.87,2011
"2011-10-29","E0","Sunderland","Aston Villa","D",2.15,3.27,3.45,2011
"2011-10-29","E0","Swansea","Bolton","H",2.09,3.32,3.54,2011
"2011-10-29","E0","West Brom","Liverpool","A",3.77,3.32,2.02,2011
"2011-10-29","E0","Wigan","Fulham","A",2.91,3.23,2.46,2011
"2011-10-30","E0","Tottenham","QPR","H",1.37,4.66,8.56,2011
"2011-10-31","E0","Stoke","Newcastle","A",2.13,3.25,3.52,2011
"2011-11-05","E0","Arsenal","West Brom","H",1.41,4.5,7.76,2011
"2011-11-05","E0","Aston Villa","Norwich","H",1.82,3.53,4.38,2011
"2011-11-05","E0","Blackburn","Chelsea","A",7.09,4.3,1.45,2011
"2011-11-05","E0","Liverpool","Swansea","D",1.3,5.15,10.42,2011
"2011-11-05","E0","Man United","Sunderland","H",1.24,5.77,12.84,2011
"2011-11-05","E0","Newcastle","Everton","H",2.24,3.26,3.23,2011
"2011-11-05","E0","QPR","Man City","A",9.29,4.92,1.34,2011
"2011-11-06","E0","Bolton","Stoke","H",2.36,3.26,3,2011
"2011-11-06","E0","Fulham","Tottenham","A",3.15,3.29,2.27,2011
"2011-11-06","E0","Wolves","Wigan","H",1.9,3.38,4.2,2011
"2011-11-19","E0","Everton","Wolves","H",1.59,3.7,6.08,2011
"2011-11-19","E0","Man City","Newcastle","H",1.29,5.22,10.3,2011
"2011-11-19","E0","Norwich","Arsenal","A",5.06,3.66,1.69,2011
"2011-11-19","E0","Stoke","QPR","A",1.8,3.47,4.56,2011
"2011-11-19","E0","Sunderland","Fulham","D",2.33,3.22,3.11,2011
"2011-11-19","E0","Swansea","Man United","A",7.03,4.02,1.49,2011
"2011-11-19","E0","West Brom","Bolton","H",2,3.35,3.78,2011
"2011-11-19","E0","Wigan","Blackburn","D",2.47,3.27,2.84,2011
"2011-11-20","E0","Chelsea","Liverpool","A",1.81,3.47,4.51,2011
"2011-11-21","E0","Tottenham","Aston Villa","H",1.53,3.98,6.32,2011
"2011-11-26","E0","Arsenal","Fulham","D",1.45,4.19,7.65,2011
"2011-11-26","E0","Bolton","Everton","A",3.01,3.25,2.37,2011
"2011-11-26","E0","Chelsea","Wolves","H",1.23,5.85,13.01,2011
"2011-11-26","E0","Man United","Newcastle","D",1.37,4.55,8.74,2011
"2011-11-26","E0","Norwich","QPR","H",2.18,3.33,3.3,2011
"2011-11-26","E0","Stoke","Blackburn","H",1.8,3.48,4.53,2011
"2011-11-26","E0","Sunderland","Wigan","A",1.68,3.57,5.29,2011
"2011-11-26","E0","West Brom","Tottenham","A",3.99,3.49,1.9,2011
"2011-11-27","E0","Liverpool","Man City","D",2.78,3.26,2.51,2011
"2011-11-27","E0","Swansea","Aston Villa","D",2.22,3.28,3.25,2011
"2011-12-03","E0","Aston Villa","Man United","A",5.16,3.6,1.69,2011
"2011-12-03","E0","Blackburn","Swansea","H",2.15,3.31,3.38,2011
"2011-12-03","E0","Man City","Norwich","H",1.18,6.73,15.43,2011
"2011-12-03","E0","Newcastle","Chelsea","A",3.56,3.37,2.07,2011
"2011-12-03","E0","QPR","West Brom","D",2.24,3.29,3.21,2011
"2011-12-03","E0","Tottenham","Bolton","H",1.3,5.02,10.69,2011
"2011-12-03","E0","Wigan","Arsenal","A",6.05,3.93,1.56,2011
"2011-12-04","E0","Everton","Stoke","A",1.71,3.51,5.18,2011
"2011-12-04","E0","Wolves","Sunderland","H",2.39,3.26,2.97,2011
"2011-12-05","E0","Fulham","Liverpool","H",3.37,3.27,2.17,2011
"2011-12-10","E0","Arsenal","Everton","H",1.55,3.89,6.39,2011
"2011-12-10","E0","Bolton","Aston Villa","A",2.47,3.27,2.85,2011
"2011-12-10","E0","Liverpool","QPR","H",1.31,4.92,10.5,2011
"2011-12-10","E0","Man United","Wolves","H",1.22,5.91,13.86,2011
"2011-12-10","E0","Norwich","Newcastle","H",2.42,3.34,2.87,2011
"2011-12-10","E0","Swansea","Fulham","H",2.59,3.21,2.75,2011
"2011-12-10","E0","West Brom","Wigan","A",1.66,3.65,5.45,2011
"2011-12-11","E0","Stoke","Tottenham","H",3.6,3.39,2.05,2011
"2011-12-11","E0","Sunderland","Blackburn","H",1.88,3.47,4.19,2011
"2011-12-12","E0","Chelsea","Man City","H",2.41,3.32,2.9,2011
"2011-12-17","E0","Blackburn","West Brom","A",2.35,3.31,3,2011
"2011-12-17","E0","Everton","Norwich","D",1.62,3.71,5.83,2011
"2011-12-17","E0","Fulham","Bolton","H",1.63,3.68,5.72,2011
"2011-12-17","E0","Newcastle","Swansea","D",1.8,3.49,4.59,2011
"2011-12-17","E0","Wigan","Chelsea","D",8.73,4.57,1.38,2011
"2011-12-17","E0","Wolves","Stoke","A",2.49,3.26,2.85,2011
"2011-12-18","E0","Aston Villa","Liverpool","A",4.06,3.38,1.93,2011
"2011-12-18","E0","Man City","Arsenal","H",1.69,3.68,5.07,2011
"2011-12-18","E0","QPR","Man United","A",7.26,4.14,1.47,2011
"2011-12-18","E0","Tottenham","Sunderland","H",1.37,4.62,8.73,2011
"2011-12-20","E0","Blackburn","Bolton","A",2.12,3.34,3.49,2011
"2011-12-20","E0","Wolves","Norwich","D",2.07,3.41,3.58,2011
"2011-12-21","E0","Aston Villa","Arsenal","A",4.8,3.57,1.75,2011
"2011-12-21","E0","Everton","Swansea","H",1.59,3.69,6.27,2011
"2011-12-21","E0","Fulham","Man United","A",5.08,3.57,1.71,2011
"2011-12-21","E0","Man City","Stoke","H",1.23,5.85,13.01,2011
"2011-12-21","E0","Newcastle","West Brom","A",1.94,3.4,3.95,2011
"2011-12-21","E0","QPR","Sunderland","A",2.43,3.25,2.92,2011
"2011-12-21","E0","Wigan","Liverpool","D",6.96,3.9,1.51,2011
"2011-12-22","E0","Tottenham","Chelsea","D",2.55,3.31,2.71,2011
"2011-12-26","E0","Bolton","Newcastle","A",2.49,3.31,2.79,2011
"2011-12-26","E0","Chelsea","Fulham","D",1.3,5,11.08,2011
"2011-12-26","E0","Liverpool","Blackburn","D",1.25,5.52,13.17,2011
"2011-12-26","E0","Man United","Wigan","H",1.16,7.24,18.27,2011
"2011-12-26","E0","Stoke","Aston Villa","D",1.91,3.4,4.13,2011
"2011-12-26","E0","Sunderland","Everton","D",2.41,3.24,2.94,2011
"2011-12-26","E0","West Brom","Man City","D",7.41,4.42,1.43,2011
"2011-12-27","E0","Arsenal","Wolves","D",1.22,6.02,13.56,2011
"2011-12-27","E0","Norwich","Tottenham","A",4.48,3.62,1.78,2011
"2011-12-27","E0","Swansea","QPR","D",2.04,3.33,3.71,2011
"2011-12-30","E0","Liverpool","Newcastle","H",1.54,3.94,6.53,2011
"2011-12-31","E0","Arsenal","QPR","H",1.26,5.47,12.33,2011
"2011-12-31","E0","Bolton","Wolves","D",2.2,3.31,3.29,2011
"2011-12-31","E0","Chelsea","Aston Villa","A",1.27,5.28,11.78,2011
"2011-12-31","E0","Man United","Blackburn","A",1.13,7.89,22.98,2011
"2011-12-31","E0","Norwich","Fulham","D",2.55,3.31,2.72,2011
"2011-12-31","E0","Stoke","Wigan","D",1.68,3.64,5.21,2011
"2011-12-31","E0","Swansea","Tottenham","D",5.14,3.64,1.69,2011
"2012-01-01","E0","Sunderland","Man City","H",6.38,3.98,1.53,2011
"2012-01-01","E0","West Brom","Everton","A",2.58,3.25,2.75,2011
"2012-01-02","E0","Aston Villa","Swansea","A",1.82,3.39,4.6,2011
"2012-01-02","E0","Blackburn","Stoke","A",2.49,3.27,2.82,2011
"2012-01-02","E0","Fulham","Arsenal","H",3.94,3.41,1.94,2011
"2012-01-02","E0","QPR","Norwich","A",2.1,3.32,3.47,2011
"2012-01-02","E0","Wolves","Chelsea","A",6.31,3.87,1.55,2011
"2012-01-03","E0","Man City","Liverpool","H",1.89,3.4,4.32,2011
"2012-01-03","E0","Tottenham","West Brom","H",1.35,4.84,9.26,2011
